family_id,family_name,construct_number,construct_name,feature_id,status,selectable_in_gui,executor_group,required_boundary_source,required_additional_manifest,task_recommendation,evidence,unit,range,analysis_unit,algorithm,parameter_set_id,reason_if_not_implemented_or_unresolved,id_provenance,identity_basis,not_implemented_reason_class
F12,Spectral and cepstral descriptors,71,"Spectral shape descriptors (centroid, spread, skewness, kurtosis, slope, flux, crest, flatness)",spectral_slope_db_khz,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,dB/kHz,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,71,"Spectral shape descriptors (centroid, spread, skewness, kurtosis, slope, flux, crest, flatness)",spectral_spread_hz,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,Hz,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F07,Segment duration and temporal variability,44,Speech duration,speech_time_s,IMPLEMENTED,True,timing,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,s,0–600 s,Reviewed timing events,family07-reviewed-duration-1.0.0,family07_reviewed_timing_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F06,Segmental articulatory / phonetic contrasts,42,Spectral tilt (stop burst),stop_burst_spectral_tilt_db_khz,IMPLEMENTED,True,segmental,ACOUSTIC_SUBEVENT_ANNOTATION,SEGMENTAL_TARGET,,NOT ESTABLISHED,dB/kHz,−100–+100,Annotated stop bursts / recording,family06-aligned-subevents-1.0.0,family06_native_subevents_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F07,Segment duration and temporal variability,45,Total speech duration,task_elapsed_duration_s,IMPLEMENTED,True,timing,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,NOT ESTABLISHED,s,0–600 s,Whole reviewed task,family07-reviewed-duration-1.0.0,family07_reviewed_timing_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F09,Pause and phrasing,50,Pause duration,total_pause_duration_s,IMPLEMENTED,True,timing,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,MODERATE,s,No universal bound,Pause events,family09-pause-1.0.0,family09_bamboo_reviewed_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F04,Formant and vowel-space measures,27,Vowel articulation index (VAI),vai_iau,IMPLEMENTED,True,formants,ALIGNMENT,VOWEL_CATEGORY,recommended: Bamboo Passage,MODERATE,dimensionless,—,Recording,family04-parselmouth-burg-1.0.0,family04_burg_native_5500_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F07,Segment duration and temporal variability,47,"Vowel duration variability indices (deltaV, VarcoV, nPVI-V)",varco_v_pct,IMPLEMENTED,True,timing,ALIGNMENT,NONE,recommended: Bamboo Passage,LIMITED,%,0–300%,Aligned vowel sequence,family07-reviewed-duration-1.0.0,family07_alignment_tokens_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F11,Intensity and amplitude,63,Acoustic amplitude-dynamics marker (visibility-graph density),visibility_graph_density_amp,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,dimensionless,—,50 ms non-overlapping local-SD windows,family11-digital-amplitude-1.0.0,family11_amplitude_native_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F04,Formant and vowel-space measures,32,"Vowel dispersion measures (mean, front, back, corner, global)",vowel_dispersion_<variant>_hz,UNRESOLVED_TEMPLATE,False,formants,ALIGNMENT,OTHER,recommended: Bamboo Passage,LIMITED,Hz,0–3200*,Speech · Segments,multi-vowel F1/F2 centroids → dispersion,—,"Vowel inventory, dispersion variant, aggregation and concrete ID not frozen.",PROJECT_TEMPLATE,DOCX FEATURE ID(S) template; no frozen concrete public ID,
F04,Formant and vowel-space measures,30,Vowel F1/F2 Euclidean distance,vowel_distance_<x>_<y>_hz,UNRESOLVED_TEMPLATE,False,formants,ALIGNMENT,OTHER,conditional: Bamboo Passage,LIMITED,Hz,0–3200*,Speech · Segments,two vowel F1/F2 centroids → Euclidean,—,"Vowel pair, task, coordinate scale and concrete ID not frozen.",PROJECT_TEMPLATE,DOCX FEATURE ID(S) template; no frozen concrete public ID,
F07,Segment duration and temporal variability,46,Vowel duration,vowel_duration_<phone>_s,UNRESOLVED_TEMPLATE,False,timing,ALIGNMENT,NONE,recommended: Bamboo Passage; conditional: WSTG,MODERATE,s,0.03–1.0 s,Aligned vowel tokens,family07-reviewed-duration-1.0.0,family07_alignment_tokens_v1,Target phone inventory and concrete ID not frozen.,PROJECT_TEMPLATE,DOCX FEATURE ID(S) template; no frozen concrete public ID,
F04,Formant and vowel-space measures,28,Vowel spectral-envelope distance (/a/-/i/),vowel_envelope_distance_ai_source,NOT_IMPLEMENTED,False,formants,ALIGNMENT,VOWEL_CATEGORY,,MODERATE,source dependent,—,Matched vowel pair,family04-parselmouth-burg-1.0.0,family04_burg_native_5500_v1,"Source-equivalent pitch-synchronous envelope, frequency grid, normalization and distance are not frozen.",SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,SOURCE_PACKAGE_PARITY_UNAVAILABLE
F04,Formant and vowel-space measures,23,Vowel space area (VSA),vsa3_iau_hz2,IMPLEMENTED,True,formants,ALIGNMENT,VOWEL_CATEGORY,recommended: Bamboo Passage,MODERATE,Hz²,≥0 Hz²,Recording,family04-parselmouth-burg-1.0.0,family04_burg_native_5500_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F11,Intensity and amplitude,62,"Waveform amplitude distribution moments (skewness, kurtosis)",wave_amp_excess_kurtosis,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dimensionless,—,Waveform samples,family11-digital-amplitude-1.0.0,family11_amplitude_native_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F11,Intensity and amplitude,62,"Waveform amplitude distribution moments (skewness, kurtosis)",wave_amp_skew,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dimensionless,—,Waveform samples,family11-digital-amplitude-1.0.0,family11_amplitude_native_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F13,"Nonlinear complexity, rhythm and regularity composites",75,Wavelet sub-band energy (multi-resolution),wavelet_energy_<wavelet>_L<level>_<node>,UNRESOLVED_TEMPLATE,False,,OTHER,OTHER,"source only: Sustained /a/ or another fixed task, but wavelet family/level and task must be encoded in the ID",NOT ESTABLISHED,squared-coefficient energy / arbitrary units,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,PyWavelets sub-band coefficients → energy,—,"Wavelet, level, node, boundary mode, normalized versus absolute energy, analysis region and aggregation are not frozen.",PROJECT_TEMPLATE,DOCX text-box FEATURE ID(S) template; no frozen concrete public ID,
F06,Segmental articulatory / phonetic contrasts,41,Wideband noise energy,wideband_noise_energy_0_10khz,IMPLEMENTED,True,segmental,ACOUSTIC_SUBEVENT_ANNOTATION,SEGMENTAL_TARGET,,LIMITED,digital amplitude²·samples,N/A,Annotated noise events / recording,family06-aligned-subevents-1.0.0,family06_native_subevents_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F13,"Nonlinear complexity, rhythm and regularity composites",74,Spectral entropy marker (WPD Shannon entropy),wpd_shannon_entropy_<wavelet>_L<level>,UNRESOLVED_TEMPLATE,False,,OTHER,OTHER,source only: Task-specific; split PSD spectral entropy and WPD entropy into separate outputs,NOT ESTABLISHED,dimensionless; bits if unnormalized base-2 entropy,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,wavelet packet / PSD entropy · split variants,—,"WPD wavelet, level, extension, node selection, energy normalization and log base; PSD estimator, frequency range, framing, normalization and aggregation.",PROJECT_TEMPLATE,DOCX text-box FEATURE ID(S) template; no frozen concrete public ID,
F12,Spectral and cepstral descriptors,69,Zero-crossing rate (ZCR),zcr_mean_fraction,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,fraction,0–1,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,69,Zero-crossing rate (ZCR),zcr_median_fraction,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,fraction,0–1,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
